ARTIST NAME,ARTIST PAGE URL,BIRTHDAY (YYYY-MM-DD)
Tom Jones,https://www.udiscovermusic.com/artist/tom-jones,
Tom Waits,https://www.udiscovermusic.com/artist/tom-waits,
Toots and the Maytals,https://www.udiscovermusic.com/artist/toots-and-the-maytals,
Tori Amos,https://www.udiscovermusic.com/artist/tori-amos,
Traffic,https://www.udiscovermusic.com/artist/traffic,
Traveling Wilburys,https://www.udiscovermusic.com/artist/traveling-wilburys,
UB40,https://www.udiscovermusic.com/artist/ub40,
Ultravox,https://www.udiscovermusic.com/artist/ultravox,
Underworld,https://www.udiscovermusic.com/artist/underworld,
Van der Graaf Generator,https://www.udiscovermusic.com/artist/van-der-graaf-generator,
Weezer,https://www.udiscovermusic.com/artist/weezer,
Wet Wet Wet,https://www.udiscovermusic.com/artist/wet-wet-wet,
Whitesnake,https://www.udiscovermusic.com/artist/whitesnake,
William Orbit,https://www.udiscovermusic.com/artist/william-orbit,
Willie Nelson,https://www.udiscovermusic.com/artist/willie-nelson,
Wilson Pickett,https://www.udiscovermusic.com/artist/wilson-pickett,
Wishbone Ash,https://www.udiscovermusic.com/artist/wishbone-ash,
Wolfmother,https://www.udiscovermusic.com/artist/wolfmother,
Yeah Yeah Yeahs,https://www.udiscovermusic.com/artist/yeah-yeah-yeahs,
Yello,https://www.udiscovermusic.com/artist/yello,
Yes,https://www.udiscovermusic.com/artist/yes,
Young Jeezy,https://www.udiscovermusic.com/artist/young-jeezy,
Zucchero,https://www.udiscovermusic.com/artist/zucchero,
will.i.am,https://www.udiscovermusic.com/artist/will-i-am,
